REGION,COUNCIL,WARD,SCHOOL NAME,SCHOOL OWNERSHIP,SCHOOL REG. NUMBER,< 12 years-M,< 12 years-F,12 years-M,12 years-F,13 years-M,13 years-F,14 years-M,14 years-F,15 years-M,15 years-F,16 years-M,16 years-F,17 years-M,17 years-F,18 years-M,18 years-F,19 years-M,19 years-F,> 19 years-M,> 19 years-F,Total-M,Total-F,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR
SONGWE,MBOZI,MSIA,IGANDUKA,GOVERNMENT,S.3879,0,0,3,4,14,30,40,77,46,63,44,40,20,37,15,16,4,3,0,0,186,270,11,6,10,6,27,29
SONGWE,MBOZI,MSIA,ISALALO,GOVERNMENT,S.4087,0,0,0,0,8,11,16,21,21,33,15,23,6,3,0,0,0,0,0,0,66,91,16,3,16,3,8,8
SONGWE,MBOZI,MSIA,MSIA,GOVERNMENT,S.839,0,0,0,2,3,25,51,49,45,40,31,39,15,40,16,9,0,0,0,0,161,204,16,3,15,3,19,20
SONGWE,MBOZI,MYOVIZI,MAHENJE,NON-GOVERNMENT,S.3779,0,0,0,1,0,4,1,8,8,8,15,10,11,8,15,12,6,9,9,2,65,62,9,3,9,3,11,11
SONGWE,MBOZI,MYOVIZI,MYOVIZI,GOVERNMENT,S.2239,0,0,1,2,19,39,45,91,73,85,75,84,59,88,26,20,12,8,2,0,312,417,22,20,22,20,17,17
SONGWE,MBOZI,NAMBINZO,NAMBINZO,GOVERNMENT,S.1656,0,0,1,0,10,5,58,80,59,89,45,45,36,52,40,26,22,5,10,1,281,303,19,5,19,5,24,24
SONGWE,MBOZI,NAMBINZO,NKANGA,GOVERNMENT,S.4028,0,0,0,0,2,3,32,46,26,46,45,42,32,37,19,35,18,9,3,3,177,221,12,1,12,1,31,31
SONGWE,MBOZI,NANYALA,SHIKULA,GOVERNMENT,S.1655,0,0,0,0,3,7,16,41,51,78,50,70,33,33,25,14,3,0,0,0,181,243,21,8,21,8,15,15
SONGWE,MBOZI,NANYALA,SONGWE SUNRISE,NON-GOVERNMENT,S.4753,0,0,6,8,8,7,25,27,40,40,39,65,58,48,58,21,53,23,45,7,332,246,24,4,24,4,21,21
SONGWE,MBOZI,NYIMBILI,HEZYA,GOVERNMENT,S.4085,0,0,0,0,0,5,8,28,15,32,20,25,18,52,11,23,5,4,3,1,80,170,10,3,10,3,19,19
SONGWE,MBOZI,NYIMBILI,NYIMBILI,GOVERNMENT,S.1539,0,0,0,0,5,9,18,62,52,86,38,65,24,40,12,14,8,8,0,0,157,284,15,3,15,3,25,25
SONGWE,MBOZI,NYIMBILI,SEREJELE,NON-GOVERNMENT,S.4810,0,0,0,1,2,10,17,34,30,33,17,41,26,28,10,7,12,12,16,10,130,176,11,3,11,3,22,22
SONGWE,MBOZI,RUANDA,IYULA,NON-GOVERNMENT,S.682,0,0,0,0,0,0,0,1,4,8,4,14,12,8,5,5,9,5,2,2,36,43,6,0,6,0,13,13
SONGWE,MBOZI,RUANDA,LUMBILA,GOVERNMENT,S.4030,0,0,0,2,3,14,9,20,24,18,17,22,12,22,20,20,2,0,0,0,87,118,13,7,13,7,10,10
SONGWE,MBOZI,RUANDA,NANSWILU,GOVERNMENT,S.2785,0,0,0,0,9,2,22,7,26,64,21,36,25,42,7,15,13,6,2,1,125,173,20,2,20,2,14,14
SONGWE,MBOZI,VWAWA,HASANGA,NON-GOVERNMENT,S.1589,0,0,1,0,14,0,19,0,36,0,65,0,52,0,27,0,18,0,8,0,240,0,18,0,18,0,13,13
SONGWE,MBOZI,VWAWA,ILASI,NON-GOVERNMENT,S.2545,0,0,1,0,7,15,15,11,13,23,23,22,25,12,13,14,19,20,42,27,158,144,18,5,18,5,13,13
SONGWE,MBOZI,VWAWA,ILOLO,GOVERNMENT,S.1260,0,0,0,1,7,19,47,82,94,130,82,121,89,71,39,34,15,15,7,2,380,475,17,34,17,34,17,17
SONGWE,MBOZI,VWAWA,ISANGU,GOVERNMENT,S.2782,0,0,0,2,9,18,41,95,85,104,81,91,69,86,28,29,11,22,2,0,326,447,24,28,24,28,15,15
SONGWE,MBOZI,VWAWA,JAMES SANGU GIRLS',NON-GOVERNMENT,S.2533,0,3,0,32,0,80,0,101,0,91,0,75,0,36,0,4,0,1,0,0,0,423,16,5,16,5,20,20
SONGWE,MBOZI,VWAWA,NDUGU,GOVERNMENT,S.2789,0,0,2,6,23,49,90,127,115,143,83,108,72,67,25,32,7,4,1,0,418,536,27,14,27,14,23,23
SONGWE,MBOZI,VWAWA,NG'AMBA,NON-GOVERNMENT,S.2374,0,0,0,0,0,2,2,1,3,6,2,3,4,2,1,6,0,1,1,0,13,21,8,2,8,2,3,3
SONGWE,MBOZI,VWAWA,SHIWANDA,NON-GOVERNMENT,S.5148,0,0,0,0,2,3,1,1,2,2,0,,0,1,0,0,0,0,0,0,5,7,4,2,4,2,2,2
SONGWE,MBOZI,VWAWA,VWAWA,GOVERNMENT,S.256,0,0,10,14,56,95,113,166,64,81,92,78,92,54,27,92,12,141,5,66,471,787,35,28,35,28,20,20
SONGWE,MBOZI,VWAWA,WIZA,NON-GOVERNMENT,S.4126,0,0,0,2,7,5,19,23,21,15,27,21,25,21,43,28,127,46,4,2,273,163,18,2,18,2,22,22
SONGWE,MOMBA,CHILULUMO,CHILULUMO,GOVERNMENT,S.5192,0,0,6,3,3,12,16,19,22,19,11,9,4,0,1,0,2,0,0,0,65,62,5,0,5,0,25,25
SONGWE,MOMBA,CHITETE,CHITETE,GOVERNMENT,S.2788,0,0,0,0,8,9,24,32,62,53,68,44,33,20,33,5,13,5,4,1,245,169,11,6,11,6,24,24
SONGWE,MOMBA,IVUNA,IVUNA,GOVERNMENT,S.2792,0,0,0,0,12,8,18,26,47,45,76,69,57,49,44,31,13,4,10,1,277,233,15,3,15,3,28,28
SONGWE,MOMBA,KAMSAMBA,UWANDA,GOVERNMENT,S.1653,0,0,0,0,17,20,27,39,47,71,39,37,39,20,25,9,12,5,3,0,209,201,16,4,16,4,21,21
SONGWE,MOMBA,KAPELE,KAPELE,GOVERNMENT,S.2787,0,0,0,0,0,1,21,20,32,30,50,36,33,20,17,9,15,5,8,1,176,122,12,2,12,2,21,21
SONGWE,MOMBA,MKULWE,MKULWE,GOVERNMENT,S.3723,0,0,0,0,0,0,23,20,81,87,79,75,26,13,20,17,9,3,0,0,238,215,12,2,12,2,32,32
SONGWE,MOMBA,MSANGANO,MSANGANO,GOVERNMENT,S.840,0,0,3,4,20,19,44,36,65,33,54,61,41,25,9,11,4,1,0,0,240,190,17,3,17,3,22,22
SONGWE,MOMBA,MYUNGA,MOMBA,GOVERNMENT,S.1538,0,0,0,0,0,9,27,33,62,49,67,37,43,23,34,10,15,0,1,0,249,161,15,4,15,4,22,22
SONGWE,MOMBA,NDALAMBO,CHIKANAMLILO,GOVERNMENT,S.881,0,0,0,0,15,20,35,52,118,123,40,33,24,15,12,4,4,0,0,0,248,247,23,8,23,8,16,16
SONGWE,MOMBA,NKANGAMO,NKANGAMO,GOVERNMENT,S.4031,0,0,0,0,0,0,11,25,40,56,41,22,34,20,14,7,7,4,0,0,147,134,17,8,17,8,11,11
SONGWE,MOMBA,NZOKA,NZOKA,GOVERNMENT,S.5193,0,0,0,0,2,11,23,36,18,9,12,0,0,0,0,0,0,0,0,0,55,56,1,1,1,1,56,56
SONGWE,SONGWE,CHANG’OMBE,MWAGALA- CHUNYA,GOVERNMENT,S.3477,0,0,0,0,3,10,37,45,59,59,61,57,61,25,37,12,23,9,8,0,289,217,12,4,12,4,32,32
SONGWE,SONGWE,GALULA,GALULA,GOVERNMENT,S.3476,0,0,0,0,1,7,18,36,24,53,59,36,39,21,19,7,2,1,0,0,162,161,13,4,13,4,19,19
SONGWE,SONGWE,IFWENKENYA,IFWENKENYA,GOVERNMENT,S.4485,0,0,0,0,2,10,24,27,26,22,14,12,24,15,8,2,0,0,0,0,98,88,10,2,10,2,16,16
SONGWE,SONGWE,KANGA,KANGA,GOVERNMENT,S.478,0,0,0,1,14,2,31,35,55,70,41,45,65,55,37,37,52,29,125,33,420,307,22,5,22,5,27,27
SONGWE,SONGWE,KAPALALA,KAPALALA,GOVERNMENT,S.2089,0,0,0,0,0,3,38,25,48,38,54,30,53,21,24,13,6,5,1,0,224,135,11,3,11,3,26,26
SONGWE,SONGWE,MKWAJUNI,MAWENI,GOVERNMENT,S.2088,0,0,0,0,6,30,84,84,92,99,81,70,67,88,127,95,111,80,67,42,635,588,29,13,29,13,29,29
SONGWE,SONGWE,MKWAJUNI,MKWAJUNI,NON-GOVERNMENT,S.510,0,0,0,0,0,6,3,10,5,27,7,17,12,24,11,17,20,10,19,6,77,117,12,3,10,3,13,15
SONGWE,SONGWE,MPONA,TOTOWE,GOVERNMENT,S.4118,0,0,0,0,5,7,15,22,25,26,24,20,25,11,11,5,9,2,0,0,114,93,11,2,11,2,16,16
SONGWE,SONGWE,NAMKUKWE,NAMKUKWE,GOVERNMENT,S.3825,0,0,0,0,0,1,8,6,27,13,28,19,27,7,5,6,4,2,2,0,101,54,9,2,9,2,14,14
SONGWE,SONGWE,SAZA,SAZA,GOVERNMENT,S.3479,0,0,0,0,9,17,25,40,34,46,30,21,28,13,9,8,6,0,1,0,142,145,8,4,8,4,24,24
SONGWE,TUNDUMA TC,CHAPWA,CHAPWA,GOVERNMENT,S.5039,0,0,0,0,5,7,20,29,30,35,18,15,2,5,0,0,0,0,0,0,75,91,8,6,8,6,12,12
SONGWE,TUNDUMA TC,CHAPWA,MPAKANI,GOVERNMENT,S.2783,0,0,1,3,34,51,83,120,152,170,117,134,105,100,53,32,42,14,10,2,597,626,19,10,19,10,42,42
SONGWE,TUNDUMA TC,CHIPAKA,MT. KALOLO BAROMEO,NON-GOVERNMENT,S.5089,0,0,1,2,12,25,24,22,7,2,2,0,0,0,0,0,0,0,0,0,46,51,5,2,5,2,14,14
SONGWE,TUNDUMA TC,CHIPAKA,MWL J.K. NYERERE,GOVERNMENT,S.1124,4,3,0,3,31,58,117,129,163,170,157,174,88,117,77,47,275,12,3,1,915,714,23,17,23,17,41,41
SONGWE,TUNDUMA TC,CHIPAKA,TUNDUMA,NON-GOVERNMENT,S.784,0,2,3,7,2,4,8,9,9,9,8,12,3,6,2,5,2,3,0,0,37,57,8,1,7,1,10,12
SONGWE,TUNDUMA TC,CHIWEZI,NAMOLE,GOVERNMENT,S.4029,0,0,0,0,9,3,15,27,27,17,9,13,9,3,3,2,8,2,0,0,80,67,8,3,8,3,13,13
SONGWE,TUNDUMA TC,KATETE,KATETE,GOVERNMENT,S.5038,0,0,0,0,3,5,16,37,45,44,13,7,6,4,1,4,0,0,0,0,84,101,11,4,11,4,12,12
SONGWE,TUNDUMA TC,KATETE,MPEMBA ILASI,NON-GOVERNMENT,S.5079,0,0,0,0,0,7,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,15,4,3,4,3,2,2
SONGWE,TUNDUMA TC,MAJENGO,TWIZA,NON-GOVERNMENT,S.4976,0,0,1,0,4,6,6,10,11,26,19,29,11,20,7,4,5,7,2,2,66,104,8,2,8,2,17,17
SONGWE,TUNDUMA TC,MPEMBA,MPEMBA,GOVERNMENT,S.2303,0,0,1,1,7,14,25,58,59,113,68,76,70,76,45,22,12,14,0,1,287,375,16,19,16,19,19,19
SONGWE,TUNDUMA TC,MPEMBA,SUMAGHA,NON-GOVERNMENT,S.4977,1,1,2,10,13,25,24,52,41,52,47,31,27,23,3,1,0,0,0,0,158,195,10,1,10,1,32,32
SONGWE,TUNDUMA TC,MUUNGANO,MUUNGANO -1,GOVERNMENT,S.5041,0,1,0,0,3,13,18,34,41,50,27,24,9,7,0,0,4,0,0,0,102,129,6,6,6,6,19,19
SONGWE,TUNDUMA TC,MWAKAKATI,MWAKAKATI,GOVERNMENT,S.5040,0,0,1,2,21,36,102,92,55,63,22,29,13,4,4,1,1,0,0,0,219,227,8,5,8,5,34,34
SONGWE,TUNDUMA TC,SOGEA,J.M. KIKWETE,GOVERNMENT,S.2238,0,0,1,3,19,44,93,154,166,189,157,205,98,143,86,51,42,20,6,3,668,812,25,15,23,15,37,39
TABORA,IGUNGA,BUKOKO,BUKOKO,GOVERNMENT,S.3647,0,0,0,0,0,4,5,15,10,35,46,43,30,26,27,17,15,7,14,1,147,148,10,2,10,2,25,25
TABORA,IGUNGA,CHABUTWA,ICHAMA,GOVERNMENT,S.4089,0,0,0,0,0,0,7,21,14,40,22,41,16,35,12,11,14,3,3,1,88,152,10,1,10,1,22,22
TABORA,IGUNGA,CHOMACHANKOLA,CHOMA,GOVERNMENT,S.1878,0,0,0,0,2,13,9,46,55,72,47,76,50,62,37,25,27,18,12,1,239,313,11,3,11,3,39,39
TABORA,IGUNGA,IGUNGA,HANIHANI,GOVERNMENT,S.4310,0,0,0,0,0,6,24,36,40,48,54,64,71,79,55,34,36,7,15,0,295,274,11,14,11,14,23,23
TABORA,IGUNGA,IGUNGA,IGUNGA,GOVERNMENT,S.484,0,0,0,0,12,15,71,86,51,63,153,193,46,40,53,56,43,42,76,63,505,558,17,13,17,13,35,35
TABORA,IGUNGA,IGUNGA,MWANZUGI,GOVERNMENT,S.1299,0,0,0,0,6,11,25,41,57,65,46,70,70,79,60,38,17,11,15,0,296,315,19,3,19,3,28,28
TABORA,IGUNGA,IGUNGA,MWAYUNGE,GOVERNMENT,S.4616,0,0,0,2,9,19,53,100,92,79,83,45,41,42,31,19,9,1,1,0,319,307,14,11,14,11,25,25
TABORA,IGUNGA,IGUNGA,ST. MARGARETH MARIA ALAKOK GIRLS',NON-GOVERNMENT,S.4202,0,0,0,8,0,23,0,93,0,154,0,128,0,69,0,92,0,0,0,0,0,567,23,3,18,3,22,27
TABORA,IGUNGA,IGURUBI,IGURUBI,GOVERNMENT,S.889,0,0,0,0,4,2,33,60,46,40,32,41,45,52,27,8,10,1,2,1,199,205,9,2,9,2,37,37
TABORA,IGUNGA,ISAKAMALIWA,ISAKAMALIWA,GOVERNMENT,S.3652,0,0,0,0,1,1,9,16,5,15,22,20,6,4,10,8,0,0,1,1,54,65,6,1,6,1,17,17
TABORA,IGUNGA,ITUNDURU,ITUNDURU,GOVERNMENT,S.3648,0,0,0,0,2,0,8,18,15,22,12,29,36,15,22,14,9,1,2,2,106,101,5,4,5,4,23,23
TABORA,IGUNGA,KINING'INILA,KINING'INILA,GOVERNMENT,S.3213,0,0,0,0,0,0,2,13,16,26,25,46,37,28,22,6,5,1,2,1,109,121,7,1,7,1,29,29
TABORA,IGUNGA,KINUNGU,KINUNGU,GOVERNMENT,S.3649,0,0,0,0,4,3,4,20,18,35,27,38,16,16,14,15,13,5,7,1,103,133,9,1,7,1,24,30
TABORA,IGUNGA,LUGUBU,ITUMBA,GOVERNMENT,S.3210,0,0,0,0,4,9,27,47,31,41,28,26,39,32,21,12,21,2,8,0,179,169,7,2,7,2,39,39
TABORA,IGUNGA,MBUTU,MBUTU,GOVERNMENT,S.3651,0,0,0,0,2,2,13,8,37,36,35,69,60,42,35,15,30,5,16,0,228,177,12,4,12,4,25,25
TABORA,IGUNGA,MWAMASHIGA,MWAMASHIGA,GOVERNMENT,S.4088,0,0,0,0,0,0,2,20,17,30,24,30,34,17,20,6,12,3,7,1,116,107,5,1,5,1,37,37
TABORA,IGUNGA,MWAMASHIMBA,MWAMASHIMBA,GOVERNMENT,S.3214,0,0,0,0,0,0,6,34,16,52,40,65,70,55,39,23,25,6,12,0,208,235,11,2,10,2,34,37
TABORA,IGUNGA,MWASHIKUMBILI,MWASHIKU,GOVERNMENT,S.3650,0,0,0,0,1,2,2,10,20,26,31,40,29,32,21,13,13,1,12,1,129,125,7,1,7,1,32,32
TABORA,IGUNGA,MWISI,MWISI,GOVERNMENT,S.1658,0,0,0,0,14,22,40,45,17,56,32,79,38,58,28,22,20,14,10,2,199,298,8,3,8,3,45,45
TABORA,IGUNGA,NANGA,NANGA,GOVERNMENT,S.438,0,0,0,0,0,9,25,38,22,32,42,58,46,60,38,55,78,69,41,54,292,375,17,7,17,7,28,28
TABORA,IGUNGA,NDEMBEZI,NDEMBEZI,GOVERNMENT,S.1879,0,0,0,0,0,7,14,71,23,55,47,52,39,37,38,18,22,5,6,0,189,245,9,5,9,5,31,31
TABORA,IGUNGA,NGULU,NGULUMWA,GOVERNMENT,S.4090,0,0,0,0,0,0,2,29,20,27,8,27,21,20,16,5,14,8,6,4,87,120,8,4,7,4,17,19
TABORA,IGUNGA,NGUVUMOJA,NGUVUMOJA,GOVERNMENT,S.4091,0,0,0,1,2,4,12,15,16,11,17,12,15,33,20,9,13,3,6,0,101,88,9,1,9,1,19,19
TABORA,IGUNGA,NKINGA,NKINGA,GOVERNMENT,S.3211,0,0,1,5,15,56,50,98,72,88,97,104,62,39,37,33,13,1,2,0,349,424,17,7,14,7,32,37
TABORA,IGUNGA,NKINGA,ULAYA,NON-GOVERNMENT,S.1090,0,0,0,0,0,0,0,0,3,4,3,4,10,6,22,16,0,0,0,0,38,30,10,2,10,2,6,6
TABORA,IGUNGA,NTOBO,MISANA,GOVERNMENT,S.4081,0,0,0,0,0,0,13,18,11,27,13,32,8,18,11,14,10,7,7,0,73,116,10,3,10,3,15,15
TABORA,IGUNGA,NYANDEKWA,MWAKIPANGA,GOVERNMENT,S.3646,0,0,0,0,0,4,2,32,19,54,32,52,46,38,21,23,46,7,15,4,181,214,10,2,10,2,33,33
TABORA,IGUNGA,NYANDEKWA,ST.THOMAS AQUINAS,NON-GOVERNMENT,S.870,2,8,26,25,54,27,53,30,57,58,106,35,77,26,23,5,10,1,0,8,408,223,26,4,22,4,21,24
TABORA,IGUNGA,SIMBO,SIMBO,GOVERNMENT,S.4079,0,0,0,0,6,20,26,42,41,80,62,72,52,65,33,21,18,10,8,1,246,311,11,4,10,3,37,43
TABORA,IGUNGA,SIMBO,UMOJA,NON-GOVERNMENT,S.407,0,0,1,3,9,19,56,45,69,50,80,54,83,33,37,15,14,8,19,7,368,234,24,4,20,4,22,25
TABORA,IGUNGA,SUNGWIZI,SUNGWIZI,GOVERNMENT,S.3212,0,0,0,0,0,0,0,4,3,26,44,42,29,37,17,4,5,0,0,0,98,113,8,2,8,2,21,21
TABORA,IGUNGA,USWAYA,IGOWEKO,GOVERNMENT,S.4080,0,0,0,0,2,4,8,23,24,36,32,53,36,29,33,19,18,2,3,1,156,167,8,1,8,1,36,36
TABORA,IGUNGA,ZIBA,ZIBA,GOVERNMENT,S.888,0,0,0,12,4,27,13,107,75,144,65,96,88,89,52,44,21,6,5,1,323,526,11,9,11,9,42,42
TABORA,KALIUA,ICHEMBA,MKINDO,GOVERNMENT,S.890,0,0,0,0,1,0,15,13,13,19,43,39,51,28,42,21,31,8,12,2,208,130,16,6,16,6,15,15
TABORA,KALIUA,IGAGALA,IGAGALA,GOVERNMENT,S.2131,0,0,0,0,32,67,77,106,74,54,86,77,107,85,84,57,61,13,15,4,536,463,19,6,19,6,40,40
TABORA,KALIUA,IGWISI,IGWISI,GOVERNMENT,S.5162,0,0,0,0,0,1,1,4,19,20,13,12,22,7,9,4,7,1,3,0,74,49,7,2,7,2,14,14
TABORA,KALIUA,ILEGE,ILEGE,GOVERNMENT,S.5166,0,0,0,0,0,0,2,1,9,9,12,17,12,9,10,7,6,1,0,1,51,45,7,2,7,2,11,11
TABORA,KALIUA,KALIUA,KALIUA,GOVERNMENT,S.697,0,0,0,0,9,8,28,62,80,105,69,62,97,46,80,67,71,55,134,35,568,440,26,11,26,11,27,27
TABORA,KALIUA,KANINDO,KANINDO,GOVERNMENT,S.3662,0,0,0,0,0,0,4,20,33,61,53,81,80,94,40,33,35,26,12,7,257,322,11,4,11,4,39,39
TABORA,KALIUA,KASHISHI,KASHISHI,GOVERNMENT,S.1881,0,0,0,0,4,5,14,14,37,53,86,77,88,88,106,66,110,54,125,47,570,404,19,4,19,4,42,42
TABORA,KALIUA,KAZAROHO,KAZAROHO,GOVERNMENT,S.1882,1,0,2,1,4,9,12,19,42,54,64,80,78,70,55,44,51,27,30,4,339,308,15,6,15,6,31,31
TABORA,KALIUA,MILAMBO,FPCT NEEMA,NON-GOVERNMENT,S.5147,0,0,0,1,0,1,3,3,4,11,3,3,0,0,0,2,2,0,0,0,12,21,5,1,5,1,6,6
TABORA,KALIUA,MILAMBO,ULYANKULU,GOVERNMENT,S.861,0,0,0,0,5,5,32,61,96,169,151,178,172,151,83,58,77,50,21,11,637,683,28,15,26,15,31,32
TABORA,KALIUA,MWONGOZO,MWONGOZO,GOVERNMENT,S.2970,0,0,0,0,1,8,17,43,54,64,44,41,41,51,43,21,16,16,13,6,229,250,21,6,21,6,18,18
TABORA,KALIUA,SELELI,SELELI,GOVERNMENT,S.5165,0,0,0,0,0,3,2,6,10,21,8,17,16,12,1,2,0,0,0,0,37,61,7,2,7,2,11,11
TABORA,KALIUA,SILAMBO,SILAMBO,GOVERNMENT,S.5164,0,0,0,0,0,0,2,2,6,6,22,21,11,19,8,7,5,3,1,0,55,58,5,4,5,4,13,13
TABORA,KALIUA,UFUKUTWA,KAPUYA,GOVERNMENT,S.4451,0,0,0,0,2,7,8,33,40,44,52,54,45,36,44,14,25,9,5,0,221,197,14,5,14,5,22,22
TABORA,KALIUA,UGUNGA,UGUNGA,GOVERNMENT,S.2966,0,0,0,0,0,0,8,13,25,29,41,38,49,37,33,22,22,5,6,0,184,144,14,3,14,3,19,19
TABORA,KALIUA,UKUMBI SIGANGA,UKUMBISIGANGA,GOVERNMENT,S.2128,0,0,0,0,1,1,23,43,49,82,76,95,102,59,73,42,39,6,8,0,371,328,12,3,12,3,47,47
TABORA,KALIUA,USHOKOLA,USHOKOLA,GOVERNMENT,S.2969,0,0,0,0,4,2,36,30,36,67,55,118,91,62,61,35,27,9,6,0,316,323,18,7,18,7,26,26
TABORA,KALIUA,USINGE,USINGE,GOVERNMENT,S.2971,0,0,0,1,4,15,37,57,80,112,112,114,117,89,97,35,69,11,17,0,533,434,19,6,19,6,39,39
TABORA,KALIUA,UYOWA,UYOWA,GOVERNMENT,S.1300,0,0,0,0,0,3,7,32,45,35,52,70,70,64,54,41,44,13,38,0,310,258,16,3,16,3,30,30
TABORA,KALIUA,ZUGIMLOLE,ZUGIMLOLE,GOVERNMENT,S.5163,0,0,0,0,3,0,9,13,14,10,27,28,25,10,7,0,7,0,3,0,95,61,6,3,6,3,17,17
TABORA,NZEGA,BUDUSHI,BUDUSHI,GOVERNMENT,S.2961,0,0,0,0,0,2,2,8,4,18,8,23,15,18,7,6,8,2,5,0,49,77,8,2,8,2,13,13
TABORA,NZEGA,BUKENE,BUKENE,GOVERNMENT,S.2949,0,0,0,2,17,16,38,40,44,54,47,39,30,29,16,23,26,15,12,0,230,218,10,3,10,3,34,34
TABORA,NZEGA,IGUSULE,IGUSULE,GOVERNMENT,S.3664,0,0,0,0,0,0,5,9,11,30,16,27,21,19,20,14,10,8,3,4,86,111,10,3,10,3,15,15
TABORA,NZEGA,IKINDWA,IKINDWA,GOVERNMENT,S.2956,0,0,0,0,2,7,9,10,24,30,34,59,29,35,14,13,12,7,6,2,130,163,14,3,14,3,17,17
TABORA,NZEGA,ISAGENHE,ISAGENHE,GOVERNMENT,S.3670,0,0,0,0,0,1,3,11,4,26,17,35,24,28,22,14,30,7,19,3,119,125,7,1,7,1,31,31
TABORA,NZEGA,ISANZU,ISANZU,GOVERNMENT,S.2960,0,0,0,0,3,5,10,39,44,102,49,59,36,42,17,7,7,0,0,0,166,254,6,4,6,4,42,42
TABORA,NZEGA,ITOBO,ITOBO,GOVERNMENT,S.891,0,0,0,0,4,8,11,26,31,53,38,45,47,47,22,26,8,8,4,4,165,217,7,3,7,3,38,38
TABORA,NZEGA,KAMANHALANGA,MABONDE,GOVERNMENT,S.3671,0,0,0,0,0,1,6,8,16,37,45,46,30,26,11,5,13,0,6,2,127,125,5,2,5,2,36,36
TABORA,NZEGA,KARITU,KARITU,GOVERNMENT,S.2953,0,0,0,0,0,1,2,13,9,17,15,23,23,20,12,10,12,10,10,2,83,96,7,3,7,3,18,18
TABORA,NZEGA,KASELA,KASELA,GOVERNMENT,S.3665,0,0,0,0,1,1,18,33,36,72,21,35,13,14,10,9,16,4,4,1,119,169,12,1,12,1,22,22
TABORA,NZEGA,LUSU,HAMZA AZIZI ALLY,GOVERNMENT,S.2071,0,0,0,0,2,9,12,33,52,42,51,61,49,49,44,33,33,4,41,1,284,232,15,1,15,1,32,32
TABORA,NZEGA,MAGENGATI,MAGENGATI,GOVERNMENT,S.2955,0,0,3,24,6,19,24,13,15,27,21,39,28,27,19,14,8,1,0,0,124,164,9,1,9,1,29,29
TABORA,NZEGA,MAMBALI,MAMBALI,GOVERNMENT,S.2947,0,0,0,0,0,13,11,44,42,51,51,38,90,47,46,26,37,16,38,2,315,237,10,1,10,1,50,50
TABORA,NZEGA,MILAMBO ITOBO,MILAMBO ITOBO,GOVERNMENT,S.2962,0,0,0,0,0,0,2,14,8,23,21,35,22,21,18,12,10,7,4,3,85,115,6,4,6,4,20,20
TABORA,NZEGA,MIZIBAZIBA,MIZIBAZIBA,GOVERNMENT,S.2948,0,0,0,0,0,0,30,61,28,70,49,33,31,35,15,5,3,4,1,0,157,208,12,1,12,1,28,28
TABORA,NZEGA,MOGWA,MOGWA,GOVERNMENT,S.2957,0,0,0,0,0,0,2,9,13,32,40,34,35,34,26,21,12,6,4,2,132,138,7,3,7,3,27,27
TABORA,NZEGA,MUHUGI,MUHUGI,GOVERNMENT,S.3669,0,0,0,0,1,3,9,8,13,25,14,35,4,20,23,21,11,11,5,6,80,129,8,1,8,1,23,23
TABORA,NZEGA,MWAKASHANHALA,MWAKASHANHALA,GOVERNMENT,S.2958,0,0,0,0,0,0,4,6,8,24,17,33,23,30,11,19,17,11,20,3,100,126,8,1,8,1,25,25
TABORA,NZEGA,MWAMALA,MWAMALA,GOVERNMENT,S.1877,0,0,0,0,0,13,13,40,61,101,67,83,58,31,46,12,11,7,2,0,258,287,10,2,10,2,45,45
TABORA,NZEGA,MWANGOYE,MWANGOYE,GOVERNMENT,S.2963,0,0,0,0,2,10,6,26,18,58,42,46,39,22,23,25,5,3,0,0,135,190,11,2,11,2,25,25
TABORA,NZEGA,NATA,NATA,GOVERNMENT,S.1657,0,0,1,0,4,9,19,43,45,93,47,86,88,75,39,55,48,24,11,6,302,391,8,11,8,11,36,36
TABORA,NZEGA,NDALA,KAMPALA,GOVERNMENT,S.2070,0,0,0,0,6,8,45,47,65,60,106,118,78,75,48,45,29,6,18,1,395,360,14,8,14,8,34,34
TABORA,NZEGA,NKINIZIWA,NKINIZIWA,GOVERNMENT,S.2951,0,0,0,0,1,6,12,16,20,53,21,34,17,21,32,8,9,0,4,0,116,138,16,6,16,6,12,12
TABORA,NZEGA,PUGE,PUGE,GOVERNMENT,S.723,0,0,4,10,7,10,16,39,55,92,44,74,31,51,10,17,25,29,6,8,198,330,15,5,15,5,26,26
TABORA,NZEGA,SEMEMBELA,SEMEMBELA,GOVERNMENT,S.2954,0,0,0,0,0,0,4,10,24,11,22,20,17,18,11,15,10,9,13,1,101,84,7,4,7,4,17,17
TABORA,NZEGA,SHIGAMBA,SHIGAMBA,GOVERNMENT,S.3666,0,0,0,0,0,1,7,17,21,34,18,19,13,17,9,8,6,0,0,0,74,96,9,3,9,3,14,14
TABORA,NZEGA,SIGILI,SIGILI,GOVERNMENT,S.3663,0,0,0,0,0,1,1,3,21,33,30,47,23,27,34,21,19,17,6,1,134,150,7,4,7,4,26,26
TABORA,NZEGA,TONGI,TONGI,GOVERNMENT,S.2069,0,0,0,0,1,8,5,18,17,47,38,67,29,35,17,18,19,11,1,1,127,205,9,2,9,2,30,30
